,company_country,company_revenue,company_name
692,USA,24480000000.0,Tractor Supply
693,USA,24470000000.0,eBay
694,USA,24420000000.0,Baxter
695,India,24380000000.0,UltraTech Cement
696,China,24280000000.0,Yum China
697,Spain,24260000000.0,Cellnex Telecom
698,Canada,24240000000.0,Rogers Communication
699,USA,24220000000.0,FirstEnergy
700,USA,24210000000.0,Alexandria Real Estate Equities
701,Germany,24110000000.0,Hannover RÃ¼ck
702,USA,24110000000.0,Genuine Parts Company
703,USA,24100000000.0,Vulcan Materials
704,Japan,24080000000.0,Bridgestone
705,China,24080000000.0,SMIC
706,UK,24060000000.0,Standard Chartered
707,Indonesia,24060000000.0,Telkom Indonesia
708,Hong Kong,23850000000.0,China Resources Beer
709,Hong Kong,23790000000.0,CK Hutchison Holdings
710,Switzerland,23780000000.0,Lindt
711,Switzerland,23770000000.0,Partners Group
712,UK,23760000000.0,Imperial Brands
713,USA,23690000000.0,Raymond James
714,USA,23640000000.0,Tyson Foods
715,Bermuda,23630000000.0,Arch Capital
716,Taiwan,23610000000.0,Fubon Financial
717,USA,23550000000.0,Fifth Third Bank
718,Luxembourg,23450000000.0,ArcelorMittal
719,Japan,23320000000.0,Central Japan Railway
720,Canada,23300000000.0,National Bank of Canada
721,USA,23290000000.0,Sirius XM
722,Sweden,23280000000.0,Sandvik
723,USA,23260000000.0,Equity Residential
724,USA,23260000000.0,Weyerhaeuser
725,India,23220000000.0,NestlÃ© India
726,USA,23180000000.0,Fortive
727,USA,23150000000.0,McCormick & Company
728,USA,23140000000.0,First Republic Bank
729,USA,23140000000.0,DTE Energy
730,China,23100000000.0,China Securities
731,USA,23100000000.0,Delta Air Lines
732,Taiwan,23010000000.0,Delta Electronics
733,Colombia,22890000000.0,Ecopetrol
734,USA,22890000000.0,AvalonBay Communities
735,Japan,22860000000.0,Dai-ichi Life Holdings
736,Canada,22840000000.0,Great-West Lifeco
737,USA,22830000000.0,Ameren
738,Hong Kong,22790000000.0,CK Asset Holdings
739,Chile,22750000000.0,Sociedad QuÃ­mica y Minera
740,Japan,22750000000.0,Olympus
741,USA,22710000000.0,Entergy
742,China,22710000000.0,DiDi
743,China,22630000000.0,ZTO Express
744,Mexico,22480000000.0,Banorte
745,UK,22470000000.0,CNH Industrial
746,India,22450000000.0,Oil & Natural Gas
747,China,22450000000.0,China Everbright Bank
748,China,22370000000.0,Anhui Conch Cement
749,Japan,22370000000.0,Canon
750,China,22370000000.0,COSCO Shipping
751,Ireland,22310000000.0,Ingersoll Rand
752,France,22310000000.0,Legrand
753,Australia,22280000000.0,Goodman Group
754,Netherlands,22250000000.0,Koninklijke DSM
755,China,22250000000.0,KE Holdings
756,Hong Kong,22240000000.0,Chow Tai Fook
757,China,22220000000.0,Trina Solar
758,USA,22200000000.0,CrowdStrike
759,USA,22060000000.0,PPL
760,Spain,22050000000.0,TelefÃ³nica
761,Spain,22000000000.0,Repsol
762,USA,21930000000.0,Hewlett Packard Enterprise
763,Sweden,21860000000.0,Evolution Gaming
764,S. Korea,21800000000.0,Naver
765,USA,21800000000.0,Martin Marietta
766,USA,21760000000.0,VeriSign
767,France,21710000000.0,Michelin
768,Hong Kong,21610000000.0,Techtronic Industries
769,China,21550000000.0,Longfor Group
770,USA,21530000000.0,LabCorp
771,S. Arabia,21470000000.0,The Saudi British Bank
772,USA,21390000000.0,Principal
773,Japan,21370000000.0,Unicharm
774,France,21340000000.0,SociÃ©tÃ© GÃ©nÃ©rale
775,Sweden,21260000000.0,Epiroc
776,India,21260000000.0,JSW Steel
777,USA,21120000000.0,UDR Apartments
778,India,21100000000.0,Adani Ports & SEZ
779,UK,21090000000.0,Tesco
780,USA,21060000000.0,Huntington Bancshares
781,Spain,21060000000.0,EDP RenovÃ¡veis
782,UK,21050000000.0,SSE
783,Spain,20950000000.0,Endesa
784,USA,20920000000.0,Regions Financial
785,USA,20850000000.0,Ansys
786,Switzerland,20850000000.0,Schindler Group
787,China,20840000000.0,China Minsheng Bank
788,USA,20820000000.0,Southwest Airlines
789,Netherlands,20790000000.0,Argenx
790,USA,20700000000.0,The Trade Desk
791,Japan,20680000000.0,East Japan Railway
792,South Africa,20650000000.0,FirstRand
793,Sweden,20620000000.0,Ericsson
794,China,20610000000.0,Shanghai Airport
795,USA,20610000000.0,Cardinal Health
796,Sweden,20590000000.0,Svenska Handelsbanken
797,Japan,20590000000.0,Mitsubishi Electric
798,USA,20500000000.0,Citizens Financial Group
799,Germany,20500000000.0,Vonovia
800,Thailand,20490000000.0,PTT Exploration and Production
801,China,20420000000.0,Li Auto
802,USA,20410000000.0,Ares Management
803,USA,20380000000.0,Church & Dwight
804,China,20360000000.0,Sany Heavy Industry
805,USA,20360000000.0,Datadog
806,China,20350000000.0,Air China
807,Canada,20330000000.0,Teck Resources
808,Canada,20320000000.0,CGI
809,USA,20310000000.0,Zoom
810,USA,20300000000.0,Insulet
811,Mexico,20280000000.0,Grupo Bimbo
812,USA,20230000000.0,Extra Space Storage
813,China,20220000000.0,Yankuang Energy (Yanzhou Coal Mining)
814,USA,20200000000.0,BioMarin Pharmaceutical
815,Japan,20190000000.0,Terumo
816,Spain,20170000000.0,Aena
817,Japan,20110000000.0,Sumitomo
818,Japan,20090000000.0,Komatsu
819,USA,20050000000.0,Xylem
820,China,20050000000.0,BOE Technology
821,Japan,20040000000.0,NTT Data
822,China,20020000000.0,CRRC
823,Hong Kong,20010000000.0,China Unicom
824,Japan,19940000000.0,Fujifilm
825,Japan,19880000000.0,Shiseido
826,USA,19880000000.0,Quanta Services
827,China,19850000000.0,Ganfeng Lithium
828,India,19850000000.0,NTPC Limited
829,Portugal,19840000000.0,EDP Group
830,Canada,19840000000.0,Fortis
831,Italy,19810000000.0,Atlantia
832,Ireland,19790000000.0,Ryanair
833,USA,19730000000.0,Northern Trust
834,USA,19720000000.0,W. R. Berkley
835,Canada,19700000000.0,Wheaton Precious Metals
836,France,19650000000.0,Veolia
837,USA,19630000000.0,Conagra Brands
838,S. Korea,19600000000.0,Kakao
839,Finland,19570000000.0,UPM-Kymmene
840,USA,19560000000.0,Dover
841,Denmark,19550000000.0,Carlsberg
842,Luxembourg,19540000000.0,Tenaris
843,USA,19510000000.0,Warner Music Group
844,UK,19430000000.0,Antofagasta
845,S. Korea,19350000000.0,Kia
846,Spain,19310000000.0,Ferrovial
847,Japan,19310000000.0,Nexon
848,Singapore,19310000000.0,Wilmar International
849,Sweden,19250000000.0,Swedbank
850,Brazil,19210000000.0,Copel
851,Japan,19180000000.0,Panasonic
852,Japan,19160000000.0,ORIX
853,USA,19140000000.0,Teledyne
854,Japan,19140000000.0,Nippon Paint
855,USA,19140000000.0,Waters Corporation
856,Ireland,19140000000.0,Steris
857,USA,19130000000.0,Hologic
858,Brazil,19120000000.0,Centrais Electricas Brasileiras
859,USA,19120000000.0,Coterra Energy
860,USA,19110000000.0,Ventas
861,China,19090000000.0,China Railway Group
862,Japan,19080000000.0,Marubeni
863,Brazil,19070000000.0,Banco do Brasil
864,India,19040000000.0,Mahindra & Mahindra
865,China,18960000000.0,Kanzhun
866,Canada,18950000000.0,Pembina Pipeline
867,China,18930000000.0,China Tower
868,China,18900000000.0,Mengniu Dairy
869,Japan,18880000000.0,Z Holdings
870,USA,18870000000.0,CenterPoint Energy
871,Sweden,18870000000.0,Essity
872,Switzerland,18800000000.0,Garmin
873,Taiwan,18800000000.0,Nan Ya Plastics
874,USA,18780000000.0,Mid-America Apartment Communities
875,Switzerland,18780000000.0,Straumann
876,Norway,18720000000.0,Aker BP
877,USA,18700000000.0,CMS Energy
878,USA,18700000000.0,HEICO
879,Thailand,18690000000.0,CP All
880,USA,18630000000.0,DoorDash
881,USA,18610000000.0,Markel
882,Czech Republic,18510000000.0,ÄEZ Group
883,Hong Kong,18510000000.0,CLP Group
884,Sweden,18490000000.0,H&M
885,China,18480000000.0,NIO
886,Canada,18470000000.0,George Weston
887,USA,18460000000.0,Wabtec
888,China,18390000000.0,China Southern Airlines
889,S. Korea,18380000000.0,Celltrion
890,UK,18380000000.0,Legal & General
891,USA,18370000000.0,Best Buy
892,USA,18250000000.0,Invitation Homes
893,Taiwan,18240000000.0,Formosa Plastics
894,USA,18220000000.0,J. B. Hunt
895,Hong Kong,18220000000.0,Hong Kong and China Gas
896,USA,18210000000.0,EPAM Systems
897,Switzerland,18160000000.0,Amcor
898,Sweden,18150000000.0,NIBE Industrier
899,S. Arabia,18120000000.0,Saudi Arabian Fertilizer Company
900,USA,18110000000.0,Sun Communities
901,USA,18020000000.0,Steel Dynamics
902,USA,17990000000.0,Incyte
903,USA,17990000000.0,Rollins
904,USA,17980000000.0,Darden Restaurants
905,Switzerland,17970000000.0,SGS
906,Japan,17960000000.0,"M3, Inc"
907,USA,17870000000.0,Icahn Enterprises
908,India,17860000000.0,Tata Motors
909,USA,17820000000.0,Clorox
910,Taiwan,17800000000.0,United Microelectronics
911,Canada,17730000000.0,Magna International
912,Japan,17720000000.0,KaÅ
913,USA,17720000000.0,Quest Diagnostics
914,USA,17690000000.0,LPL Financial
915,USA,17650000000.0,AES
916,USA,17610000000.0,Molina Healthcare
917,Japan,17610000000.0,Kyocera
918,China,17590000000.0,Tsingtao
919,India,17580000000.0,Powergrid Corporation of India
920,Thailand,17580000000.0,Advanced Info Service (AIS)
921,Switzerland,17570000000.0,Geberit
922,USA,17570000000.0,Take 2 Interactive
923,USA,17550000000.0,Omnicom
924,Hong Kong,17540000000.0,Wharf REIC
925,Canada,17540000000.0,Dollarama
926,S. Korea,17540000000.0,POSCO
927,Japan,17520000000.0,Eisai
928,USA,17500000000.0,IDEX
929,Denmark,17490000000.0,Danske Bank
930,Germany,17480000000.0,Porsche SE
931,Taiwan,17480000000.0,Cathay Financial Holding
932,S. Korea,17430000000.0,KB Financial Group
933,S. Arabia,17350000000.0,Alinma Bank
934,USA,17350000000.0,Roblox
935,Hong Kong,17340000000.0,Henderson Land Development
936,USA,17330000000.0,J.M. Smucker Company
937,Netherlands,17290000000.0,Exor
938,USA,17240000000.0,Cincinnati Financial
939,USA,17240000000.0,Monolithic Power Systems
940,USA,17240000000.0,Align Technology
941,Japan,17220000000.0,Aeon
942,USA,17210000000.0,Expeditors
943,USA,17210000000.0,West Pharmaceutical
944,Japan,17210000000.0,Toyota Industries
945,USA,17200000000.0,Paycom
946,USA,17180000000.0,Abiomed
947,Germany,17160000000.0,Vantage Towers
948,USA,17130000000.0,KeyCorp (KeyBank)
949,Italy,17130000000.0,Snam
950,India,17100000000.0,Tata Steel
951,Austria,17090000000.0,OMV
952,USA,17080000000.0,Avangrid
953,USA,17070000000.0,Campbell Soup
954,USA,17030000000.0,Cooper Companies
955,India,17030000000.0,Hindustan Zinc
956,USA,17030000000.0,Ball Corporation
957,Bermuda,16980000000.0,Brookfield Renewable Partners
958,Germany,16970000000.0,Fresenius
959,USA,16900000000.0,Ubiquiti
960,USA,16890000000.0,Marathon Oil
961,USA,16860000000.0,PerkinElmer
962,China,16800000000.0,ZTE
963,UK,16800000000.0,Royalty Pharma
964,USA,16780000000.0,Fox Corporation
965,USA,16760000000.0,W. P. Carey
966,USA,16730000000.0,Howmet Aerospace
967,USA,16710000000.0,First Solar
968,USA,16710000000.0,Live Nation
969,Japan,16690000000.0,Otsuka Holdings
970,Brazil,16680000000.0,Nu Holdings
971,USA,16660000000.0,Brown & Brown
972,Japan,16640000000.0,Mitsubishi Estate
973,Japan,16620000000.0,MS&AD Insurance
974,Poland,16610000000.0,PKN Orlen
975,UK,16610000000.0,Associated British Foods
976,Japan,16600000000.0,Mitsui Fudosan
977,USA,16580000000.0,Pinterest
978,S. Korea,16560000000.0,Shinhan Financial Group
979,USA,16560000000.0,CF Industries
980,USA,16540000000.0,Targa Resources
981,France,16530000000.0,BollorÃ©
982,China,16510000000.0,Guotai Junan Securities
983,Hong Kong,16500000000.0,Swire Properties
984,Canada,16490000000.0,Power Corporation of Canada
985,France,16470000000.0,Publicis Groupe
986,China,16440000000.0,Hai Di Lao Hot Pot
987,Japan,16410000000.0,Kubota
988,Ireland,16360000000.0,ICON plc
989,Switzerland,16340000000.0,Ems-Chemie
990,USA,16300000000.0,Texas Pacific Land Trust
991,USA,16270000000.0,Jacobs Engineering
992,China,16250000000.0,Bank of Jiangsu
993,Canada,16230000000.0,Hydro One
994,China,16170000000.0,Bank of Nanjing
995,Japan,16170000000.0,Renesas Electronics
996,Sweden,16160000000.0,Swedish Match
997,Sweden,16130000000.0,Spotify
998,USA,16130000000.0,Broadridge Financial Solutions
999,China,16120000000.0,China Communications Construction
1000,Switzerland,16080000000.0,Swiss Life
1001,Hong Kong,16080000000.0,Link REIT
1002,Israel,16070000000.0,Check Point Software
1003,South Africa,15990000000.0,Standard Bank Group
1004,India,15990000000.0,Coal India
1005,UK,15940000000.0,3i Group
1006,India,15920000000.0,HDFC Life
1007,USA,15910000000.0,The Mosaic Company
1008,China,15890000000.0,China Merchants Securities
1009,USA,15880000000.0,Chewy
1010,USA,15860000000.0,Atmos Energy
1011,China,15830000000.0,Chongqing Changan
1012,USA,15800000000.0,FMC
1013,Japan,15790000000.0,Nippon Steel
1014,Canada,15750000000.0,Tourmaline Oil
1015,Israel,15750000000.0,SolarEdge
1016,Japan,15720000000.0,Asahi Group
1017,Australia,15700000000.0,Santos
1018,UK,15620000000.0,Rentokil Initial
1019,Japan,15600000000.0,Ajinomoto
1020,S. Korea,15600000000.0,Hyundai Mobis
1021,Italy,15590000000.0,Terna
1022,India,15530000000.0,Pidilite
1023,Brazil,15520000000.0,ItaÃºsa
1024,Japan,15510000000.0,Suzuki Motor
1025,USA,15480000000.0,FICO
1026,USA,15410000000.0,Tradeweb
1027,USA,15400000000.0,FactSet
1028,Germany,15400000000.0,Symrise
1029,India,15380000000.0,SBI Life Insurance
1030,China,15360000000.0,Geely
1031,China,15360000000.0,Tencent Music
1032,Malaysia,15360000000.0,PChem (Petronas Chemicals Group)
1033,Mexico,15350000000.0,Coca-Cola FEMSA
1034,China,15330000000.0,Huatai Securities
1035,USA,15330000000.0,NVR
1036,USA,15280000000.0,Skyworks Solutions
1037,Switzerland,15270000000.0,Swatch
1038,UK,15250000000.0,Aviva
1039,USA,15240000000.0,Avery Dennison
1040,USA,15240000000.0,Expedia Group
1041,Belgium,15230000000.0,UCB
1042,Canada,15210000000.0,First Quantum Minerals
1043,Bermuda,15210000000.0,Brookfield Infrastructure Partners
1044,China,15200000000.0,China Merchants Shekou Industrial Zone
1045,USA,15150000000.0,Etsy
1046,Taiwan,15110000000.0,China Steel
1047,Ireland,15100000000.0,AerCap
1048,China,15040000000.0,Huaneng Power
1049,USA,15030000000.0,Formula One Group
1050,USA,15000000000.0,Textron
1051,USA,14990000000.0,Zscaler
1052,UK,14980000000.0,BT Group
1053,USA,14980000000.0,LKQ Corporation
1054,Japan,14940000000.0,Toshiba
1055,Italy,14910000000.0,Prada
1056,Switzerland,14900000000.0,Sonova
1057,Japan,14900000000.0,Lasertec
1058,Australia,14870000000.0,Coles Group
1059,Mexico,14870000000.0,Arca Continental
1060,USA,14870000000.0,Snap
1061,Canada,14870000000.0,Fairfax Financial
1062,USA,14870000000.0,Blue Owl Capital
1063,USA,14860000000.0,Evergy
1064,USA,14840000000.0,Rocket Companies
1065,Italy,14810000000.0,Moncler
1066,Denmark,14780000000.0,Tryg
1067,USA,14770000000.0,Synchrony
1068,USA,14730000000.0,Iron Mountain
1069,Japan,14690000000.0,Daiwa House
1070,USA,14670000000.0,Viatris
1071,France,14650000000.0,Teleperformance
1072,Canada,14630000000.0,WSP Global
1073,Netherlands,14620000000.0,Philips
1074,USA,14590000000.0,Burlington Stores
1075,USA,14520000000.0,SVB Financial Group
1076,USA,14490000000.0,PTC
1077,USA,14480000000.0,Rivian
1078,Netherlands,14480000000.0,JDE Peet's
1079,USA,14470000000.0,Bunge
1080,Canada,14460000000.0,Shaw Communications
1081,Taiwan,14410000000.0,CTBC Financial Holding
1082,Japan,14390000000.0,Shionogi
1083,USA,14390000000.0,Essex Property Trust
1084,Norway,14380000000.0,Norsk Hydro
1085,USA,14370000000.0,Healthpeak Properties
1086,China,14360000000.0,China Railway Construction
1087,USA,14350000000.0,Loews Corporation
1088,USA,14340000000.0,Leidos
1089,Taiwan,14340000000.0,ASE Group
1090,USA,14330000000.0,Lamb Weston
1091,Japan,14320000000.0,Nitori Holdings
1092,China,14320000000.0,Zhongsheng Group
1093,USA,14280000000.0,MGM Resorts
1094,Japan,14240000000.0,Sompo Holdings
1095,China,14220000000.0,GAC (Guangzhou Automobile Group)
1096,USA,14210000000.0,Teradyne
1097,USA,14190000000.0,Franklin Resources
1098,Indonesia,14130000000.0,Astra International
1099,Thailand,14130000000.0,Bangkok Dusit Medical Services (BDMS)
1100,USA,14110000000.0,Zebra Technologies
1101,Japan,14080000000.0,Shimano
1102,Finland,14070000000.0,Fortum
1103,China,14060000000.0,Huazhu Hotels
1104,Taiwan,14050000000.0,MFHC
1105,USA,14030000000.0,Royal Caribbean
1106,USA,14000000000.0,Gen Digital
1107,Portugal,13980000000.0,JerÃ³nimo Martins
1108,USA,13970000000.0,NetApp
1109,Netherlands,13970000000.0,ABN AMRO
1110,Australia,13970000000.0,Aristocrat
1111,Austria,13960000000.0,Erste Group Bank
1112,Sweden,13950000000.0,Volvo Car
1113,India,13940000000.0,Vedanta
1114,Japan,13900000000.0,Shinkin Central Bank
1115,USA,13890000000.0,Alliant Energy
1116,USA,13870000000.0,Interpublic Group
1117,USA,13820000000.0,Westlake Chemical
1118,Germany,13810000000.0,Siemens Energy
1119,USA,13800000000.0,United Airlines Holdings
1120,USA,13800000000.0,Fleetcor
1121,Luxembourg,13800000000.0,Eurofins Scientific
1122,France,13790000000.0,Sodexo
1123,USA,13780000000.0,Apache Corporation
1124,France,13770000000.0,AÃ©roports de Paris
1125,BM,13760000000.0,Everest Re
1126,S. Arabia,13760000000.0,Almarai
1127,Japan,13720000000.0,Nomura Research Institute
1128,India,13690000000.0,Indian Oil
1129,South Africa,13660000000.0,MTN Group
1130,USA,13640000000.0,Splunk
1131,Brazil,13630000000.0,B3
1132,USA,13600000000.0,Booz Allen Hamilton
1133,Taiwan,13580000000.0,Formosa Chemicals & Fibre
1134,USA,13530000000.0,Avantor
1135,France,13500000000.0,Dassault Aviation
1136,USA,13490000000.0,Akamai
1137,Hong Kong,13490000000.0,CK Infrastructure
1138,USA,13470000000.0,Nordson
1139,Japan,13460000000.0,Bandai Namco
1140,USA,13450000000.0,SS&C Technologies
1141,Denmark,13420000000.0,Novozymes
1142,Japan,13410000000.0,Inpex
1143,India,13400000000.0,Grasim Industries
1144,Australia,13380000000.0,Newcrest Mining
1145,Germany,13370000000.0,Continental
1146,Singapore,13360000000.0,Grab Holdings
1147,Norway,13350000000.0,Telenor
1148,USA,13310000000.0,Kimco Realty
1149,Italy,13310000000.0,Poste Italiane
1150,USA,13310000000.0,Palantir
1151,Australia,13300000000.0,QBE Insurance
1152,India,13240000000.0,Adani Power
1153,USA,13210000000.0,HubSpot
1154,Chile,13200000000.0,Enel AmÃ©ricas
1155,Netherlands,13190000000.0,ASM International
1156,USA,13170000000.0,First Horizon National
1157,China,13150000000.0,Weichai Power
1158,China,13150000000.0,Bank of Beijing
1159,USA,13120000000.0,Erie Indemnity
1160,Australia,13120000000.0,South32
1161,Canada,13110000000.0,Power Financial
1162,USA,13110000000.0,Cloudflare
1163,USA,13100000000.0,Cboe
1164,Spain,13030000000.0,Siemens Gamesa
1165,USA,13030000000.0,International Paper
1166,USA,13020000000.0,Gaming and Leisure Properties
1167,USA,13000000000.0,Jack Henry & Associates
1168,Switzerland,12990000000.0,Credit Suisse
1169,USA,12980000000.0,AspenTech
1170,Indonesia,12970000000.0,Chandra Asri Petrochemical
1171,Canada,12960000000.0,Metro
1172,France,12960000000.0,Edenred
1173,USA,12950000000.0,Corebridge Financial
1174,USA,12950000000.0,Bio-Techne
1175,USA,12940000000.0,Tyler Technologies
1176,Japan,12910000000.0,OBIC
1177,USA,12890000000.0,Liberty Media
1178,Japan,12870000000.0,Resona Holdings
1179,S. Arabia,12870000000.0,Banque Saudi Fransi
1180,Netherlands,12850000000.0,KPN
1181,China,12820000000.0,China Eastern Airlines
