,company_name,company_location,company_country
331,DEALUM OU,Raekoja plats 16,ESTONIA
332,"REXEL USA, INC.",5429 LYNDON B JOHNSON FWY STE 600,UNITED STATES
333,IP2IPO LIMITED,2nd Floor 3 Pancras Square Kings Cross,UNITED KINGDOM
334,SWISSLOG HEALTHCARE AG,VIA DEGLI ARTIGIANI 12,ITALY
335,ELISA EESTI AS,Sopruse pst 145,ESTONIA
336,"JORDAN COMPANY, L.P., THE",399 PARK AVE FL 30,UNITED STATES
337,IP GROUP PLC,"2nd Floor, 3 Pancras Square Kings Cross",UNITED KINGDOM
338,DECATHLON ITALIA SRL,VIA LAVORATORI AUTOBIANCHI 1,ITALY
339,MARKIT EESTI AS,Jalgpalli tn 1,ESTONIA
340,"ENDEAVOR GROUP HOLDINGS, INC.",9601 WILSHIRE BLVD FL 3,UNITED STATES
341,IP2IPO INNOVATIONS LIMITED,2nd Floor 3 Pancras Square Kings Cross,UNITED KINGDOM
342,PRIMA INDUSTRIE SPA,VIA TORINO PIANEZZA 36,ITALY
343,ALL MEDIA EESTI AS,Peterburi tee 81,ESTONIA
344,"AGC BIOLOGICS, INC.",21511 23RD DR SE,UNITED STATES
345,NICKELODEON INTERNATIONAL LIMITED,17-29 Horny Crescent,UNITED KINGDOM
346,BREDAMENARINIBUS SPA,VIA SARDEGNA 38,ITALY
347,TARCO VEIN AS,Soola tn 8,ESTONIA
348,"HOMEBOT, INC.",1500 MARKET ST,UNITED STATES
349,AFTON CHEMICAL LIMITED,London Road,UNITED KINGDOM
350,A. MENARINI INDUSTRIE FARMACEUTICHE RIUNITE SRL,VIA DEI SETTE SANTI 3,ITALY
351,APOLLO GROUP OU,Tartu mnt 80d,ESTONIA
352,PANDORA JEWELRY LLC,250 WEST PRATT STREET,UNITED STATES
353,BARCLAYS PLC,1 Churchill Place,UNITED KINGDOM
354,SHARINGBOX ITALIA SRL,VIA PIETRO GIANNONE 9,ITALY
355,KRM HOLDING PLUS OU,Roosikrantsi tn 2-KRM1,ESTONIA
356,KKR REAL ESTATE FINANCE TRUST INC.,30 HUDSON YARDS STE 7500,UNITED STATES
357,BARCLAYS CAPITAL SECURITIES LIMITED,5 North Colonnade,UNITED KINGDOM
358,ROLAND BERGER SRL,VIA MELCHIORRE GIOIA 8,ITALY
359,IXELLION AS,Moisa tn 4-2,ESTONIA
360,"MOTION INDUSTRIES, INC.",1605 ALTON RD,UNITED STATES
361,BARCLAYS BANK PLC,One Churchill Place,UNITED KINGDOM
362,BRUNO MARIA ZIMMITTI 1858 SRL,CORSO GELONE 59,ITALY
363,PALMAKO AS,Naituse tn 25,ESTONIA
364,"UNIVERSAL SERVICES OF AMERICA, LP",1551 N TUSTIN AVE FL 6 STE 650,UNITED STATES
365,BARCLAYS EXECUTION SERVICES LIMITED,28 Level 1 Churchill Place,UNITED KINGDOM
366,AUTEL EUROPE GMBH,VIA DELL'ARTIGIANATO 14,ITALY
367,OMD ESTONIA OU,Parnu mnt 18,ESTONIA
368,"UNIVERSAL PROTECTION SERVICE, LP",1551 N TUSTIN AVE STE 650,UNITED STATES
369,LONDON & PARTNERS LIMITED,6 Level 2 More London Riverside,UNITED KINGDOM
370,AVM 1959 SPA,VIA ROMA 152-154,ITALY
371,DRINKIFY OU,Estonia pst 1,ESTONIA
372,ALLIED UNIVERSAL HOLDCO LLC,1551 TUSTIN AVE STE 650,UNITED STATES
373,HSBC HOLDINGS PLC,8 Canada Square,UNITED KINGDOM
374,WEGLOBAL SRL,VIA BISCEGLIE 76,ITALY
375,KOKKUHOIDEUR OU,Hobujaama tn 4,ESTONIA
376,"S P INDUSTRIES, INC.",935 MEARNS RD,UNITED STATES
377,GCP (UK) HOLDINGS LIMITED,487/488 Ipswich Road,UNITED KINGDOM
378,AEC UNDERWRITING AGENZIA DI ASSICURAZIONE E RIASSICURAZIONE SPA,PIAZZA DELLE MUSE 7,ITALY
379,EDP AUTO OU,Lootsa tn 2b,ESTONIA
380,IQVIA HOLDINGS INC.,4820 EMPEROR BLVD,UNITED STATES
381,DIRECT RECALL LIMITED,"Suite 1, Oxford House Oxford Road",UNITED KINGDOM
382,FLOATERS SPA,VIA EMILIA 1,ITALY
383,EAST CAPITAL REAL ESTATE AS,Viru valjak 2,ESTONIA
384,INNOVEX MERGER CORP.,4709 CREEKSTONE DR,UNITED STATES
385,VIRTUAL RECALL LIMITED,"Unit 65 Surrey Technology Centre Occam Road, Surrey Research Park",UNITED KINGDOM
386,ALD AUTOMOTIVE ITALIA SRL,VIALE LUCA GAURICO 187,ITALY
387,EMOR AS,12 Ahtri Street,ESTONIA
388,"EEC ACQUISITION, LLC",370 WABASHA ST N #1700,UNITED STATES
389,EXPANSYS LIMITED,Network House Globe Business Park Third Avenue,UNITED KINGDOM
390,VODAFONE AUTOMOTIVE ITALIA SPA,VIA GABRIELE D'ANNUNZIO 4,ITALY
391,VBH ESTONIA OU,Laike tee 12,ESTONIA
392,ICAP SERVICES NORTH AMERICA LLC,1100 PLZ FIVE 12TH FL,UNITED STATES
393,EXPANSYS SOUTHERN EUROPE LIMITED,"Network House Third Avenue, Globe Park",UNITED KINGDOM
394,TERMINAL DEL GOLFO SPA,VIALE SAN BARTOLOMEO 340,ITALY
395,VKG OIL AS,Jarvekula tee 14,ESTONIA
396,"SIXT RENT A CAR, LLC",1501 NW 49TH ST STE 100,UNITED STATES
397,ETHYPHARM UK LIMITED,Brampton Road Harold Hill,UNITED KINGDOM
398,NIOCOCKTAILS SRL,VIA ANSPERTO 10,ITALY
399,WIENERBERGER AS,Kordoni tn 1,ESTONIA
400,"DOW JONES & COMPANY, INC.",1211 AVENUE OF THE AMERICAS,UNITED STATES
401,PURE WORLD ENERGY LIMITED,SPACES - 1650 ARLINGTON BUSINESS PARK THEALE,UNITED KINGDOM
402,AMA COMPOSITES SRL,VIA DELLA REPUBBLICA 7,ITALY
403,HEALTHCARE INVESTMENT AND CONSULTING INTERNATIONAL HICI OU,Vaike-Ameerika tn 8-405,ESTONIA
404,UMPQUA BANK,445 SE MAIN ST,UNITED STATES
405,UNIPER UK LIMITED,"Unit 2300 Compton House, The Crescent, Birmingham Business Park",UNITED KINGDOM
406,HP COMPOSITES SPA,VIA DEL LAMPO SNC,ITALY
407,ESTONIAN CELL AS,Jaama tn 21,ESTONIA
408,ALLIED UNIVERSAL TOPCO LLC,1551 N TUSTIN AVE,UNITED STATES
409,THAMESWEY SUSTAINABLE COMMUNITIES LIMITED,"2Nd Floor, Gloucester Chambers Jubilee Square",UNITED KINGDOM
410,BUCCI COMPOSITES SPA,VIA MENGOLINA 22,ITALY
411,LINDSTROM OU,Kuusiku tee 28,ESTONIA
412,"UNITED AIRLINES HOLDINGS, INC.",233 S WACKER DR,UNITED STATES
413,SEVEN SEAS LIMITED,Procter & Gamble Uk The Heights Brooklands,UNITED KINGDOM
414,VIA LODOVICO SRL,VIA ALESSANDRO MANZONI 38,ITALY
415,NT BUNKERING AS,Liimi tn 1,ESTONIA
416,S&P GLOBAL INC.,55 WATER ST FL 37,UNITED STATES
417,BRAVADO INTERNATIONAL GROUP LIMITED,4 Pancras Square,UNITED KINGDOM
418,ENTERPRISE SERVICES ITALIA SRL,STRADA PROVINCIALE 236 DI CASSANO,ITALY
419,TALLINNA KAUBAMAJA KINNISVARA AS,Gonsiori tn 2,ESTONIA
420,S&P GLOBAL MARKET INTELLIGENCE INC.,55 WATER ST 40 FL,UNITED STATES
421,WATCHTOWER SECURITY SOLUTIONS UNITED KINGDOM LIMITED,82 St. John Street,UNITED KINGDOM
422,EUREGIO PLUS SOCIETA\' DI GESTIONE DEL RISPARMIO SPA,PASSAGGIO DUOMO 15,ITALY
423,REDDIGITAL OU,Suur-Patarei tn 13,ESTONIA
424,NIPPON LIFE INSURANCE COMPANY OF AMERICA,655 THIRD AVE 16TH FLR,UNITED STATES
425,ABSA SECURITIES UNITED KINGDOM LIMITED,40 Bank Street,UNITED KINGDOM
426,APEIRON SOCIETA' BENEFIT SPA,PIAZZA CASTELLO 9,ITALY
427,CORTINA INVEST OU,Tartu mnt 14,ESTONIA
428,"IPSOS-ASI, LLC",301 MERRITT 7 FL 4,UNITED STATES
429,HAVAS ENTERTAINMENT LIMITED,3 Pancras Square,UNITED KINGDOM
430,COGENINFRA SPA,VIA TETTI DELL'OLEO 17/25,ITALY
431,AGRITERA OU,Viru valjak 2,ESTONIA
432,"IPSOS-INSIGHT, LLC",301 MERRIT 7 4TH FL,UNITED STATES
433,ABSA MANX HOLDINGS LIMITED,"Third Floor, St George's Court Upper Church Street, Douglas",UNITED KINGDOM
434,ALERION CLEAN POWER SPA,VIA RENATO FUCINI 4,ITALY
435,MM GRUPP OU,Tartu mnt 80,ESTONIA
436,SANFORD HEALTH,1305 W 18TH ST,UNITED STATES
437,MARSH LIMITED,Tower Place West,UNITED KINGDOM
438,LORO PIANA SPA,CORSO PIETRO ROLANDI 10,ITALY
439,HARJU ELEKTER AS,Paldiski mnt 31,ESTONIA
440,WINDWAY CAPITAL CORP.,630 RIVERFRONT DR STE 200,UNITED STATES
441,TELOR INTERNATIONAL LIMITED,"1st Floor Jubilee Bldgs Victoria St, Douglas",UNITED KINGDOM
442,FARMACIA SAN DAMIANO MERANO SRL,VIA JOHANN WOLFGANG GOETHE 23/25,ITALY
443,SKYPE TECHNOLOGIES OU,Akadeemia tee 15b,ESTONIA
444,NOKIA SOLUTIONS AND NETWORKS US LLC,3201 OLYMPUS BLVD,UNITED STATES
445,THALES UK LIMITED,"BRISTOL BUSINESS PARK, COLDHARBOUR LANE STOKE GIFFORD",UNITED KINGDOM
446,STELLANTIS &YOU ITALIA SPA,CORSO GIOVANNI AGNELLI 200,ITALY
447,THERMORY AS,Peterburi tee 44/2,ESTONIA
448,DOTDASH MEDIA INC.,1500 BROADWAY FL 6,UNITED STATES
449,BRITISH BROADCASTING CORPORATION,"BROADCASTING HOUSE, PEEL WING PORTLAND PL",UNITED KINGDOM
450,STELLANTIS N.V.,VIA PLAVA 80,ITALY
451,TECHNOMAR & ADREM AS,Vana-Narva mnt 22,ESTONIA
452,"EVEREDE TOOL COMPANY, LLC",850 W HAWTHORNE LN,UNITED STATES
453,BBC GLOBAL NEWS LIMITED,1 Television Centre 101 Wood Lane,UNITED KINGDOM
454,NEWTON COMPTON EDITORI SRL,VIA PANAMA 22,ITALY
455,FRIENDLY FINANCE OU,Rotermanni tn 2,ESTONIA
456,FREEPORT MINERALS CORPORATION,333 N CENTRAL AVE,UNITED STATES
457,BBC WORLD SERVICE HOLDINGS LTD,BROADCASTING HOUSE PORTLAND PLACE,UNITED KINGDOM
458,LA FORTEZZA SPA,VIA DELL'ARTIGIANO 21/23,ITALY
459,NORDIC CONTRACTORS AS,Liivalaia tn 13,ESTONIA
460,CONCENTRIX CVG CORPORATION,201 E 4TH ST,UNITED STATES
461,DAIWA CAPITAL MARKETS EUROPE LIMITED,5 King William Street,UNITED KINGDOM
462,HERMES ITALIE SPA,VIA GASTONE PISONI 2,ITALY
463,HERO CAPITAL OU,Narva mnt 5-80,ESTONIA
464,CONCENTRIX CVG CUSTOMER MANAGEMENT INTERNATIONAL INC.,201 E 4TH ST BSMT,UNITED STATES
465,SMBC BANK INTERNATIONAL PLC,100 Liverpool Street,UNITED KINGDOM
466,GROUPAMA ASSET MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,VIA DI SANTA TERESA 35,ITALY
467,BALTIC INTERNATIONAL TRADING OU,Tartu mnt 25,ESTONIA
468,CVG MANAGEMENT CORPORATION,7800 WALTON PKWY,UNITED STATES
469,HILTON INTERNATIONAL HOTELS (UK) LIMITED,Maple Court Central Park Reeds Crescent,UNITED KINGDOM
470,GROUPAMA ASSET MANAGEMENT SA SUCCURSALE ITALIANA,VIA DI SANTA TERESA 35,ITALY
471,E-ADVISORS OU,Parnu mnt 158/2,ESTONIA
472,LOOP GLOBAL HOLDINGS LLC,121 NEW YORK AVE,UNITED STATES
473,ADDA HOTELS,Maple Court Central Park Reeds Crescent,UNITED KINGDOM
474,WEG AUTOMATION EUROPE SRL,VIA GIOSUE' CARDUCCI 24,ITALY
475,ADVENDOR NETWORK OU,Tartu mnt 43,ESTONIA
476,"HARTFORD FINANCIAL SERVICES GROUP, INC., THE",1 HARTFORD PLZ,UNITED STATES
477,BAE SYSTEMS (INTERNATIONAL) LIMITED,Po Box 87,UNITED KINGDOM
478,LIMONTA SPA,VIA CESARE BATTISTI 15,ITALY
479,BTCWHALE OU,Maakri tn 21,ESTONIA
480,KRONOS INCORPORATED,900 CHELMSFORD ST,UNITED STATES
481,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Surrey Research Park,UNITED KINGDOM
482,COMITALIA COMPAGNIA FIDUCIARIA SRL IN FORMA ABBREVIATO COMITALIA SRL,CORSO GIUSEPPE GARIBALDI 49,ITALY
483,COCA-COLA HBC EESTI AS,Mustamae tee 16,ESTONIA
484,UNIPHORE TECHNOLOGIES INC.,1001 PAGE MILL RD BLDG 4 STE 100-B,UNITED STATES
485,JURASSIC FIBRE LIMITED,MILFORD HOUSE PYNES HIL,UNITED KINGDOM
486,HEARST MAGAZINES ITALIA SPA,VIA ROBERTO BRACCO 6,ITALY
487,TAVID AS,Aia tn 5,ESTONIA
488,INTERNATIONAL FLAVORS & FRAGRANCES INC.,521 W 57TH ST,UNITED STATES
489,BADOO LIMITED,"Third Floor, The Broadgate Tower 20 Primrose Street",UNITED KINGDOM
490,LAFELTRINELLI INTERNET BOOKSHOP SRL,VIA TUCIDIDE 56,ITALY
491,BPEF III SUPPLEMENTARY INVESTMENT FACILITY USALDUSFOND,Tartu mnt 2,ESTONIA
492,TRUNKLINE LNG HOLDINGS LLC,5051 WESTHEIMER RD STE 1428,UNITED STATES
493,CITIGROUP CAPITAL INVESTMENTS UK LIMITED,Citigroup Centre 25 Canada Square,UNITED KINGDOM
494,CASEIFICI GRANTERRE SPA,VIA POLONIA 30/33,ITALY
495,FUNDERBEAM MARKETS OU,Ahtri tn 6a,ESTONIA
496,"AJ PERRI HOLDCO, LLC",1162 PINEBROOK RD,UNITED STATES
497,CITIBANK UK LIMITED,"Citigroup Centre 25 Canada Square, Canary Wharf",UNITED KINGDOM
498,COHOTEL SRL,VIA PALERMO 67,ITALY
499,JOHNSON & JOHNSON AB EESTI FILIAAL,Lootsa tn 2a,ESTONIA
500,TIKTOK INC.,5800 BRISTOL PKWY,UNITED STATES
501,AMERICAN EXPRESS EUROPE LLC,BROOK STREET MAYFAIR,UNITED KINGDOM
502,FILMMASTER PRODUCTIONS SPA,VIA GIOVANNI BETTOLO 6,ITALY
503,RAIL BALTIC ESTONIA OU,Endla tn 16,ESTONIA
504,SJF ACCELERATOR INC.,711 3RD AVE,UNITED STATES
505,ARCH MANAGING AGENCY LIMITED,33 Gracechurch Street,UNITED KINGDOM
506,ARTSANA SPA,VIA FILOMENA SALDARINI CATELLI 1,ITALY
507,BALMERK ESTONIA OU,Lootsa tn 8a,ESTONIA
508,RUAG HOLDING USA INC.,1101 MCMURTRLE DR NW STE D2,UNITED STATES
509,"J. & P. COATS, LIMITED",The Square Stockley Park,UNITED KINGDOM
510,PRENATAL SPA,VIA AGOSTINO BERTANI 6,ITALY
511,BALMERK DISTRIBUTION OU,Lootsa tn 8a,ESTONIA
512,"RYAN SPECIALTY, LLC",180 N STETSON AVE STE 4600,UNITED STATES
513,COATS LIMITED,The Pavilions Bridgwater Road,UNITED KINGDOM
514,PRELIOS SOCIETA' DI GESTIONE DEL RISPARMIO SPA,VIA VALTELLINA 15/17,ITALY
515,FEB AS,Forelli tn 4,ESTONIA
516,WISCONSIN BANK & TRUST,1717 10TH ST,UNITED STATES
517,CA LIMITED,Fourth Floor Abbots House Abbey Street,UNITED KINGDOM
518,PRELIOS SPA,VIA VALTELLINA 15/17,ITALY
519,SANTA MONICA NETWORKS AS,Lootsa tn 8,ESTONIA
520,LEE HECHT HARRISON LLC,283 CRANES ROOST BLVD SUITE 200,UNITED STATES
521,THE WALT DISNEY COMPANY LIMITED,3 Queen Caroline Street,UNITED KINGDOM
522,BUTI HOLDING SRL,VIA EUROPA 7,ITALY
523,PERNOD RICARD ESTONIA OU,Parnu mnt 160e,ESTONIA
524,PARKER DRILLING COMPANY,2103 CITYWEST BLVD STE 400,UNITED STATES
525,THE DISNEY STORE LIMITED,3 Queen Caroline Street,UNITED KINGDOM
526,BIM DISTRIBUZIONE SRL,VIA LORENZO MAGALOTTI 15,ITALY
527,MAGNUM LOGISTICS OU,Vae tn 16,ESTONIA
528,"AMTRUST FINANCIAL SERVICES, INC.",59 MAIDEN LN FL 43,UNITED STATES
529,ARROW ENTERPRISE COMPUTING SOLUTIONS LIMITED,"Nidderdale House Beckwith Knowle, Otley Road",UNITED KINGDOM
530,GBI SPA,VIA CONSIGLIO D'EUROPA 90,ITALY
531,THREOD SYSTEMS OU,"Kaare tee 3, Lubja kula",ESTONIA
532,"ZETA ASSOCIATES, INC.",10302 EATON PLACE STE 500,UNITED STATES
533,GRANDCITY FINANCE UK LTD,"2nd Floor Kingsbourne House, 229-231 High Holborn",UNITED KINGDOM
534,MERCURY 1 SRL,VIALE GIUSEPPE MAZZINI 4,ITALY
535,SYMANTEC ESTONIA OU,Aiandi tn 13,ESTONIA
536,AMERICAN WATER CAPITAL CORP.,1 WATER ST,UNITED STATES
537,MOTT MACDONALD LIMITED,Mott MacDonald House 8-10 Sydenham Road,UNITED KINGDOM
538,SUNWIN ENERGY SRL,VIALE AMEDEO DUCA D\'AOSTA 51,ITALY
539,CREDITINFO EESTI AS,Narva mnt 5,ESTONIA
540,"MATTEL, INC.",333 CONTINENTAL BLVD,UNITED STATES
541,MOTT MACDONALD GROUP LIMITED,8-10 Sydenham Road,UNITED KINGDOM
542,GREEN POWER SYSTEMS SRL,LOCALITA' MAIANO,ITALY
543,KRM ADVISOR OU,Roosikrantsi tn 2-KRM,ESTONIA
544,JIMLAR CORPORATION,40 WALL ST FL 37,UNITED STATES
545,SBM LIFE SCIENCE LTD,Hyerprion House Fordham Road,UNITED KINGDOM
546,HCL TECHNOLOGIES ITALY SPA,VIA LUIGI CADORNA 73,ITALY
547,FIESTA REAL ESTATE AS,Tartu mnt 13,ESTONIA
548,GOOGLE LLC,1600 AMPHITHEATRE PKWY,UNITED STATES
549,INFORMA TECH RESEARCH LIMITED,5 Howick Place,UNITED KINGDOM
550,O.R.I. MARTIN ACCIAIERIA E FERRIERA DI BRESCIA SPA,VIA COSIMO CANOVETTI 13,ITALY
551,LPD OU,Punane tn 73,ESTONIA
552,AMERICARIBE LLC,2 S BISCAYNE BLVD STE 2000,UNITED STATES
553,GFI BROKERS LIMITED,1 Snowden Street,UNITED KINGDOM
554,O.R.I. MARTIN HOLDING SRL,VIA COSIMO CANOVETTI 13,ITALY
555,HESTIA HOTEL GROUP OU,Paadi tn 5,ESTONIA
556,"FACEBOOK OPERATIONS, LLC",1601 S CALIFORNIA AVE,UNITED STATES
557,HOLMES PRODUCTS (EUROPE) LIMITED,1 Francis Grove,UNITED KINGDOM
558,ASSITECA SPA INTERNAZIONALE DI BROKERAGGIO ASSICURATIVO,VIA COSTANZA ARCONATI 1,ITALY
559,KARATCHANGE OU,Roosikrantsi tn 2-647K,ESTONIA
560,"META PLATFORMS TECHNOLOGIES, LLC",1 HACKER WAY,UNITED STATES
561,PARLOPHONE RECORDS LIMITED,90 High Holborn,UNITED KINGDOM
562,MORELLATO SPA,VIA COMMERCIALE 29,ITALY
563,GREINER PACKAGING AS,"Tammi tee 42, Rannamoisa kula",ESTONIA
564,"VISTA EQUITY PARTNERS MANAGEMENT, LLC",401 CONGRESS AVE STE 3100,UNITED STATES
565,PRECISELY EUROPE SOFTWARE AND DATA LIMITED,"3rd Floor The Pinnacle, 20 Tudor Road",UNITED KINGDOM
566,AVIAPARTNER ITALIA SRL,VIALE DELLE ARTI 123,ITALY
567,KRM AGENT OU,Roosikrantsi tn 2-KRM2,ESTONIA
568,"SENTINEL CAPITAL PARTNERS, L.L.C.",51 E 42ND ST FL 53,UNITED STATES
569,ICE DATA SERVICES EUROPE LIMITED,Milton Gate 60 Chiswell Street,UNITED KINGDOM
570,AVIAPARTNER SPA,VIA DEL TRIUMVIRATO 84,ITALY
571,ALEXELA ENERGIA AS,Roseni tn 11,ESTONIA
572,"ZENDESK, INC.",989 MARKET ST,UNITED STATES
573,OHME OPERATIONS UK LIMITED,"Seventh Floor Wellington House, 125-130 Strand",UNITED KINGDOM
574,AVIAPARTNER HANDLING SPA,VIALE DELLE ARTI 123,ITALY
575,TRIGON CAPITAL AS,Parnu mnt 18,ESTONIA
576,PRINOVA US LLC,6525 MUIRFIELD DR,UNITED STATES
577,SUBSEA 7 (UK SERVICE COMPANY) LIMITED,40 Brighton Road,UNITED KINGDOM
578,SITAEL SPA,VIA SAN SABINO 21,ITALY
579,MATCHIT OU,Roseni tn 13,ESTONIA
580,TEXAS WORKFORCE COMMISSION,101 E 15TH ST STE 122,UNITED STATES
581,CGNU LIFE ASSURANCE LIMITED,2 Rougier Street,UNITED KINGDOM
582,NIPPON EXPRESS ITALIA SPA,VIA VIII MARZO 6,ITALY
583,SL34 OU,Kakumae tee 37,ESTONIA
584,NATIONAL STEEL AND SHIPBUILDING COMPANY,2798 E HARBOR DR,UNITED STATES
585,AVIVA INTERNATIONAL HOLDINGS LIMITED,St Helens 1 Undershaft,UNITED KINGDOM
586,ABRAHAM INDUSTRIES SRL,VIA FOSSE INCROCIATE 284,ITALY
587,KAWE PUIT OU,Parnu mnt 15,ESTONIA
588,LEONIS PRODUCTIONS LIMITED,10 Orange Street,UNITED KINGDOM
589,CAIRE MEDICAL ITALY SRL,VIA CANADA' 10,ITALY
590,ERICSSON EESTI AS,Valukoja tn 8,ESTONIA
591,BEICIP INC.,1880 S DAIRY ASHFORD ST STE 630,UNITED STATES
592,RUBIE'S MASQUERADE COMPANY (UK) LIMITED,Universal House Pennywell Road,UNITED KINGDOM
593,ANGELINI WINES & ESTATES,LOCALITA' VAL DI CAVA SNC,ITALY
594,ENEFIT ENERGIATOOTMINE AS,"Keskterritooriumi, Auvere kula",ESTONIA
595,"MAGNITE, INC.",6080 CENTER DR FL 4,UNITED STATES
596,HEATHROW AIRPORT LIMITED,"The Compass Centre Nelson Road, London Heathrow Airport",UNITED KINGDOM
597,FRIULSIDER SPA,VIA TRIESTE 1,ITALY
598,SWETRAK AS,"Ehitusbetooni, Roodevalja kula",ESTONIA
599,"KINSHIP PARTNERS, INC.",190 THIRD AVE,UNITED STATES
600,HEATHROW AIRPORT HOLDINGS LIMITED,"The Compass Centre Nelson Road, London Heathrow Airport",UNITED KINGDOM
601,MANDRIONE SOLAR SRL,VIA GUIDO D'AREZZO 15,ITALY
602,ETRA BALTI AS,Peterburi tee 101a,ESTONIA
603,PHARMAVITE LLC,8531 FALLBROOK AVE,UNITED STATES
604,SSE CONTRACTING GROUP LIMITED,55 Vastern Road,UNITED KINGDOM
605,I.M.A. INDUSTRIA MACCHINE AUTOMATICHE SPA,VIA BRUNO TOSARELLI 184,ITALY
606,PHARAON HOLDING OU,Kai tn 1,ESTONIA
607,AMERICAN SECURITIES LLC,590 MADISON AVE FL 38,UNITED STATES
608,SSE RENEWABLES LIMITED,Inveralmond House 200 Dunkeld Road,UNITED KINGDOM
609,GAMPACK SRL,VIA PIEMONTE 1/3,ITALY
610,MARISTECH OU,Kai tn 1,ESTONIA
611,"NTT CLOUD INFRASTRUCTURE, INC.",5201 GREAT AMERICA PKWY STE 122,UNITED STATES
612,W.E.C. LINES UK LIMITED,"Unit 1 Orwell House, Ferry Lane",UNITED KINGDOM
613,ALLIED INTERNATIONAL SRL,LOCALITA' VASCELLINO SNC,ITALY
614,"J2 CLOUD SERVICES, LLC",700 S FLOWER ST FL 15,UNITED STATES
615,HARTREE PARTNERS POWER & GAS COMPANY (UK) LIMITED,"2nd Floor West Building, 100 Victoria Street Cardinal Place",UNITED KINGDOM
616,ATOM SPA,VIA EMILIO MOROSINI 6,ITALY
617,"GENESYS CLOUD SERVICES, INC.",2001 JUNIPERO SERRA BLVD,UNITED STATES
618,COMPUTERSHARE TRUSTEES (JERSEY) LIMITED,Queensway House Hilgrove Street,UNITED KINGDOM
619,GRAPE HOSPITALITY ITALIAN PROPCO SRL,VIALE PIETRO PIETRAMELLARA 59,ITALY
620,"KYNDRYL, INC.",1 VANDERBILT AVE,UNITED STATES
621,HAWKSFORD TRUSTEES JERSEY LIMITED,15 Esplanade,UNITED KINGDOM
622,MITSUBISHI CHEMICAL ADVANCED MATERIALS SRL,VIA TRENTO 39,ITALY
623,"WONDERFUL COMPANY LLC, THE",11444 W OLYMPIC BLVD,UNITED STATES
624,BONAS & COMPANY LIMITED,Thavies Inn House 3-4 Holborn Circus,UNITED KINGDOM
625,DISARONNO INGREDIENTS SPA,VIA IV NOVEMBRE 12,ITALY
626,"UNITED COMMUNITY BANKS, INC.",125 HWY 515 E,UNITED STATES
627,UNIVERSITY OF LIVERPOOL,CROWN STREET,UNITED KINGDOM
628,NOLINSKI VENEZIA SRL,CALLE LARGA XXII MARZO 2032,ITALY
629,"TENABLE, INC.",6100 MERRIWEATHER DR FL 12,UNITED STATES
630,LIDL GREAT BRITAIN LIMITED,LIDL HOUSE 14 KINGSTON ROAD,UNITED KINGDOM
631,STEF ITALIA SPA,STRADA SAN DONATO 21/A,ITALY
632,"TENABLE HOLDINGS, INC.",6100 MERRIWEATHER DR,UNITED STATES
633,LIDL U.K. GMBH,Roman Road,UNITED KINGDOM
634,FASSA SRL,VIA LAZZARIS 3,ITALY
635,AMERICAN HOME ASSURANCE COMPANY,70 PINE ST FL 1,UNITED STATES
636,LIDL NORTHERN IRELAND LIMITED,Dundrod Road,UNITED KINGDOM
637,ADENES ITALIA SRL,VIA GIUSEPPE DI VITTORIO 61,ITALY
638,GENERAL MOTORS CHINA LLC,300 RENAISSANCE CTR STE L1,UNITED STATES
639,BNP PARIBAS,10 Harewood Avenue,UNITED KINGDOM
640,OCTO TELEMATICS SPA,VIA VINCENZO LAMARO 51,ITALY
641,BLINK CHARGING CO.,605 LINCOLN RD FL 5,UNITED STATES
642,BNP PARIBAS NET LIMITED,10 Harewood Avenue,UNITED KINGDOM
643,FASTENAL EUROPE SRL,VIA DI LE PRATA 114,ITALY
644,LECO CORPORATION,3000 LAKEVIEW AVE,UNITED STATES
645,BNP PARIBAS TRUST CORPORATION UK LIMITED,10 HAREWOOD AVENUE,UNITED KINGDOM
646,GAUMONT SRL,PIAZZA DI SAN SILVESTRO 8,ITALY
647,"DOCUSIGN, INC.",221 MAIN ST STE 1550,UNITED STATES
648,BNP PARIBAS REAL ESTATE ADVISORY & PROPERTY MANAGEMENT UK LIMITED,5 Aldermanbury Square,UNITED KINGDOM
649,EURIZON CAPITAL SGR SPA,PIAZZETTA GIORDANO DELL'AMORE 3,ITALY
650,FIDELITY MANAGEMENT & RESEARCH COMPANY,1 FEDERAL ST FL 33,UNITED STATES
651,J.C. BAMFORD EXCAVATORS LIMITED,LAKESIDE WORKS ROCESTER,UNITED KINGDOM
652,AZIMUT CAPITAL MANAGEMENT SOC DI GESTIONE DEL RISPARMIO SPA,VIA CUSANI 4,ITALY
653,FMR LLC,245 SUMMER ST MAIL ZONE V4C,UNITED STATES
654,JAVELIN GLOBAL COMMODITIES (UK) LTD,7 Howick Place,UNITED KINGDOM
655,CASTELLO SOCIETA' DI GESTIONE DEL RISPARMIO SPA,VIA GIACOMO PUCCINI 3,ITALY
656,"FIDELITY CAPITAL INVESTORS, INC.",82 DEVONSHIRE ST,UNITED STATES
657,INDEX FUND ADVISORS LTD,45 Gresham Street,UNITED KINGDOM
658,GREEN ARROW CAPITAL SGR SPA,VIA DEL LAURO 7,ITALY
