founded,founders,headquarters,industry,key_people,name,number_of_employees,operating_income,revenue,services,total_assets,type,website
"['Melbourne', 'Australia']",[],"['Melbourne', 'Australia']",['Motion pictures'],[],Limelight Department,[],[],[],[],[],['Subsidiary'],[]
['1994'],[],"['Los Angeles, California']",['Motion pictures'],[],"Newmarket Films, LLC",[],[],[],[],[],['Subsidiary'],"['newmarketfilms', '.com']"
['1990'],['Neal H. Moritz'],"['Los Angeles, California']","['Film industry', 'Entertainment']",[],Original Film,[],[],[],"['Film Production', 'Television Production']",[],['Private'],"['www', '.originalfilm', '.com']"
"['New York City', 'United States']",['Robert Shaye'],['4000 Warner Blvd'],['Film production'],[],"New Line Productions, Inc.",[],[],[],[],[],['Subsidiary'],['\xa0']
"['January\xa01978', ' (original)', '2014', ' (relaunch)']",['William Bernstein'],"['Los Angeles, California']","['Film', 'television']",[],"Orion Releasing, LLC",[],[],[],[],[],['Subsidiary'],[]
['1909'],[],"['Bayonne, New Jersey', 'Hollywood, California']","['Motion picture', 'production company']",[],Nestor Studios,[],[],[],[],[],[],[]
['1970 '],"['Ridley Scott', 'Tony Scott']","['London', 'United Kingdom', 'Los Angeles', 'United States']",['Entertainment'],[],Scott Free Productions,[],[],[],[],[],['Private'],['www.scottfree.com']
['March 1912'],[],"['Edendale, California']",['Film studio'],[],Mutual Film Corporation,[],[],[],[],[],[],[]
"['April\xa06, 2000']",['Samuel Goldwyn Jr.'],"['Culver City, California', 'United States']",['Motion pictures'],[],Samuel Goldwyn Films,[],[],[],[],[],['Private'],"['www', '.samuelgoldwynfilms', '.com']"
"['June\xa024, 1980']",['Joel Silver'],"['Los Angeles, California']",['Motion pictures'],[],Silver Pictures,[],[],[],[],[],['Production company'],[]
['2003'],[],"['Albany, Georgia']",['Film'],[],Sherwood Pictures,[],[],[],[],[],"['Ministry', 'Sherwood Baptist Church']",['SherwoodPictures.com']
"['1921', 'November\xa01948', 'December\xa08, 1998']",['Margaret J. Winkler'],['10202 West Washington Boulevard'],"['Television production', 'Television syndication']",[],Screen Gems,[],[],[],[],[],['Division'],[]
['1896'],[],"['Chicago', 'Los Angeles']",['Entertainment'],[],Selig Polyscope Company,[],[],[],[],[],[],[]
"['1998 (original)', '2019 (relaunch)']","['Gary Barber', 'Roger Birnbaum']",['Century City'],['Film'],[],"Spyglass Media Group, LLC",[],[],[],[],[],['Private'],['spyglassmediagroup.com']
"['Hollywood, Los Angeles, California', 'U.S.']",[],"['10202 West Washington Boulevard', 'Culver City', 'California', 'U.S.']","['Entertainment', 'Motion pictures', 'Motion pictures']",[],Sony Pictures Entertainment Motion Picture Group,[],[],[],"['Film production', 'distribution', 'Film distribution', 'Marketing', 'Film distribution', 'Marketing']",[],"['Division', 'Division', 'Division']","['sonypictures.com/movies', 'sonypictures.com', 'sonypictures.com']"
"['Hollywood', 'California']",['Tom Bernard'],['New York City'],['Entertainment'],[],"Sony Pictures Classics, Inc.","['25', '[1]']",[],[],[],[],['Division'],['sonyclassics.com']
"['New Rochelle, New York']","['Edwin Thanhouser', 'Gertrude Thanhouser', 'Lloyd Lonergan']",[],[],[],Thanhouser Company,[],[],[],[],[],[],"['thanhouser', '.org']"
['February\xa02006'],['Wyck Godfrey'],"['Los Angeles', 'California', 'United States']","['Film', 'television']",[],Temple Hill Entertainment,[],[],[],[],[],[],['https://www.templehillent.com/']
"['July\xa026, 1991']","['Bernd Eichinger', 'Arnon Milchan', 'Andrew G. Vajna']","['Santa Monica, California']",['Motion pictures'],[],"Summit Entertainment, LLC",[],[],[],"['Film Distribution', 'Film Production']",[],['Subsidiary'],[]
['1974'],[],"['New York, New York']",['Films'],[],Troma Inc.,[],[],[],[],[],['Private'],"['www', '.troma', '.com']"
"['Burbank', 'California', 'U.S.']",['Victor Kaufman'],"['10202 West Washington Boulevard', 'Culver City', 'California', 'U.S.']",['Film'],[],"TriStar Pictures, Inc.",[],[],[],[],[],['Division'],['sonypictures.com']
"['August\xa01984', ' ', 'June\xa023, 1989', ' ']",['Mark Amin'],"['Santa Monica', 'California']",['Film'],[],Trimark Pictures,[],[],[],[],[],['Subsidiary'],[]
['2000'],"['Micheal Flaherty', 'Cary Granat']","['Los Angeles, California']",['Film'],[],"Walden Media, LLC",[],[],[],[],[],"['Film Financing ', ' Publishing Company']","['walden', '.com']"
['2004'],[],"['Universal City, California']",['Entertainment'],[],Gaiam Vivendi Entertainment,[],[],[],[],[],['Division'],"['cinedigm', '.com']"
"['Hollywood, California']","['Mary Pickford', 'Charlie Chaplin', 'Douglas Fairbanks', 'D. W. Griffith']","['Beverly Hills, California', 'West Hollywood, California']","['Film', 'Television', 'Motion pictures']",[],United Artists Corporation,[],[],[],['Film distribution'],[],['Subsidiary'],[' ']
"['May\xa031, 1935']","['Joseph M. Schenck', 'Darryl F. Zanuck', 'William Fox', 'Spyros Skouras']",['Pico Boulevard'],['Film'],[],"20th Century Studios, Inc.","['2,300\xa0(2018)']",[],[],[],[],['Subsidiary'],"['www', '.20thcenturystudios', '.com']"
['1951'],['Billy Graham'],"['Minneapolis', 'United States']",[],[],World Wide Pictures,[],[],[],[],[],"['Film production', 'distribution']",['World Wide Pictures']
['2006'],['Tyler Perry'],"['Atlanta, Georgia']",['Production studio'],[],Tyler Perry Studios,[],[],[' US$907 million'],[],[],['Private'],"['tylerperrystudios', '.com']"
['March 2005'],"['Bob', 'Harvey Weinstein']",['Hudson Street'],['Film'],[],"The Weinstein Company, LLC",['150\xa0(2018)'],[],[],[],[],['Private'],[]
['2002'],[],"['Los Angeles', 'California', 'United States']",['Film'],[],WWE Studios Inc.,[],[],[],[],[],['Subsidiary'],['WWE Studios']
['February\xa01994'],[],"['Century City', 'Los Angeles', 'California', 'U.S.']","['Motion pictures', 'Animation']",[],"20th Century Animation, Inc.",[],[],[],[],[],['Division'],[]
"['April 1, 2006']",['Shawn Sterling Welling'],[],[],[],Welling Films,[],[],[],[],[],[],[]
['2007'],['Christopher Woodrow'],"['1384 Broadway', 'New York', 'NY']",['Motion Pictures'],[],Worldview Entertainment,['15'],[],[],[],[],['Privately Held LLC'],['\xa0']
"['August 7, 2003']",['Polly Cohen Johnsen'],"['Burbank, California', 'United States']",['Film'],[],Warner Independent Pictures,[],[],[],[],[],['Division'],"['wip.warnerbros.com', 'Wayback Machine']"
"['October\xa016, 1923', ' (as Walt Disney Productions)', 'April\xa01, 1983', ' (as Walt Disney Pictures)']",[],['500 South Buena Vista Street'],['Film'],[],Walt Disney Pictures,[],[],[],[],[],['Subsidiary'],"['movies', '.disney', '.com']"
['1897'],[],['United States'],"['Motion picture exhibition, distribution and production']",[],Vitagraph Studios,[],[],[],[],[],[],[]
['2005'],[],"['Los Angeles', 'California', 'United States']",['Motion pictures'],[],"Yari Film Group, LLC",[],[],[],[],[],['Private'],[]
"['April\xa04, 1923']","['Harry Warner', 'Albert Warner', 'Sam Warner', 'Jack L. Warner']",['4000 Warner Blvd.'],['Entertainment'],[],Warner Bros. Entertainment Inc.,"['est.', ' 8,000\xa0(2014)']","[' ', 'US$2.07 billion', '\xa0(2020)']","[' ', '\xa0(2020)']",[],[],['Subsidiary'],"['www', '.warnerbros', '.com']"
"['February\xa015, 1984', '2007']",['Ron W. Miller'],['500 South Buena Vista Street'],"['Film industry', 'Video games']",[],Touchstone Pictures,[],[],[],[],[],['Label'],[]
"['October\xa016, 1923']",[],['Walt Disney Studios'],['Entertainment'],[],The Walt Disney Studios,[],[],[],['Film production'],[],['Division'],['disneystudios.com']
"['June 16, 1978']",['Samuel Goldwyn Jr.'],[],[],[],The Samuel Goldwyn Company,[],[],[],[],[],['Corporation'],[]
['1989'],"['Jon Gerrans ', ' Marcus Hu']","['Culver City, California']",['Film distribution'],[],Strand Releasing,[],[],[],[],[],[],['StrandReleasing.com']
['September 2001'],[],"['New York City', 'New York']",['Motion pictures'],[],ThinkFilm,[],[],[],[],[],['Subsidiary'],[]
"['April\xa030, 1912']","['William Swanson', 'Mark Dintenfass', 'Robert H. Cochrane', 'Adam Kessel']",['10 Universal City Plaza'],['Film'],[],Universal City Studios LLC,[],[' US$27 million\xa0(2011)'],[' US$4.239 billion\xa0(2011)'],[],[],['Subsidiary'],"[' ', ' ']"
"['April\xa04, 2006', 'May\xa01, 2013', 'May 5, 2016', 'November\xa018, 2019', 'October\xa020, 2021']",['David Ellison'],"['Santa Monica, California', 'United States']","['Television production', 'Video games', 'Video games', 'Sports']",[],"Skydance Media, LLC",[],[],[],[],[],"['Private', 'Division', 'Division', 'Division', 'Division']","['skydance', '.com', 'skydance', '.com', '/tv', 'skydance', '.com', '/interactive', 'skydance', '.com', '/new-media', 'skydance', '.com', '/sports']"
['1947'],['Paul Spencer Karr'],['Utah'],[],[],Seen-by-Scene Communications,[],[],[],[],[],[],"['seenbyscene', '.com']"
['2001'],[],"['New York City', 'United States', 'Toronto', 'Canada']",['Film distribution'],[],"Screen Media Ventures, LLC.",[],[],[],[],[],[],"['screenmediafilms', '.net']"
['1915'],['B.A. Rolfe'],[],['Motion picture'],[],Rolfe Photoplays,[],[],[],[],[],[],[]
"['April\xa02, 1998']","['Patrick Gunn', 'Matt Wall']","['Universal City, California']",['Motion picture'],[],Rogue,[],[],[],[],[],['Public'],[]
['1935'],['Herbert J. Yates'],"['Studio City, Los Angeles', 'California']",[],[],Republic Pictures Corporation,[],[],[],[],[],['Motion pictures'],[]
['1914'],[],"['Hollywood, California']",['Movie studio'],[],Reliance-Majestic Studios,[],[],[],[],[],[],[]
"['January\xa025, 1929', ' (as RKO Productions Inc., subsidiary of Radio-Keith-Orpheum Corp.)', '1991']",['David Sarnoff'],['Avenue of the Americas'],"['Motion pictures', 'Motion pictures']",[],RKO Radio Pictures Inc.,[],[],[],[],[],"['Subsidiary', 'Limited liability company (LLC)']",[' ']
"['April\xa01, 2003']",['Jason Saldaña'],['Austin Studios'],['Entertainment'],[],"Rooster Teeth Productions, LLC","['419 (July 2019)', '[2]']",[],[],[],[],['Subsidiary'],"['Rooster Teeth', 'Roost Podcast Network']"
['1939'],[],['Poverty Row'],['Film studio'],[],Producers Releasing Corporation,[],[],[],[],[],[],[]
"['November\xa021, 2005']","['David A. R. White', 'Russell Wolfe']","['Scottsdale, Arizona']",['Entertainment'],[],Pinnacle Peak Pictures,[],[],['$27.4 million (2018 box office receipts)'],['Educational curriculum'],[],['Private'],"['pinnaclepeakpictures', '.com']"
"['2005 (original company)', '2013 (revived studio)']",['Bob Berney'],"['Los Angeles, California']",['Entertainment'],[],Picturehouse,[],[],[],[],[],['Private'],['Picturehouse.com']
"['May\xa015,\xa01998']","['David Dinerstein', 'Ruth Vitale']",[],['Film'],[],Paramount Vantage,[],[],[],[],[],['Label'],[]
"['Buffalo, New York', 'United States']","['Harvey', 'Bob Weinstein']","['Los Angeles', 'California', 'Los Angeles, California', 'U.S.']","['Film', 'Television']",[],"Miramax, LLC",['100+'],[],[],[],[],"['Joint venture', 'Division', 'Division']",['Official website']
"['May\xa08, 1912', '1989']","['William Wadsworth Hodkinson', 'Adolph Zukor', 'Jesse L. Lasky']","['New York City, New York']","['Film', 'Entertainment', 'mass media']",[],Paramount Pictures Corporation,[],[],[],[],[],"['Division', 'Conglomerate']","['paramountpictures.com', 'www', '.paramount', '.com']"
"['July 6, 2011']",['Brad Grey'],"['Los Angeles', 'California']","['Animation', 'Motion pictures']",[],Paramount Animation,"['112 (2020)', '[3]']",[],[],[],[],['Division'],['Official website']
"['June\xa023,\xa01915']","['Richard A. Rowland', 'Louis B. Mayer']","['New York City', 'New York', 'United States']",['Film studio'],[],Metro Pictures Corporation,[],[],[],[],[],[],[]
['April 1945'],"['Frank Capra', 'Samuel J. Briskin']",['California'],['Film'],[],Liberty Films Inc.,[],[],[],[],[],['Independent'],[]
"['April\xa017, 1924']","['Marcus Loew', 'Samuel Goldwyn', 'Louis B. Mayer']","['Beverly Hills, California', 'United States']",['Film'],[],Metro-Goldwyn-Mayer Studios Inc.,[],[],[],[],[],['Subsidiary'],"['www', '.mgm', '.com']"
['1912 (as Keystone Pictures Studio)'],['Mack Sennett'],"['Edendale, Los Angeles']",['Film studio'],[],Keystone Studios,[],[],[],[],[],[],[]
['2013'],[],"['Albany, Georgia']",['Film'],[],Kendrick Brothers,[],[],[],[],[],[],['kendrickbrothers.com']
[],[],"['Irving, Texas', 'Irving, Texas']",[],[],Blaze Media,[],[],[],[],[],[],"['theblaze', '.com', 'www', '.theblaze', '.com', '/st', '/Radio']"
['1927'],[],"['Santa Monica Boulevard', 'Los Angeles', 'Studio City, Los Angeles, California']",['Film studio'],[],Mascot Pictures Corporation,[],[],[],[],[],[],[]
['2000'],['Thomas Tull'],"['Burbank', 'California', 'United States']","['Motion picture', 'Media', 'Publishing']",[],"Legendary Pictures Productions, LLC","['153', '[1]']",[],[],[],[],['Limited liability company'],"['www', '.legendary', '.com']"
['1982'],[],['United States'],['Film studio'],[],Interscope Communications,[],[],[],[],[],[],[]
"['September\xa026, 2000']",[],"['New York', 'New York']",['Motion pictures'],[],IFC Films,[],[],[],[],[],['Subsidiary'],"['ifcfilms', '.com']"
"['February\xa01, 1989']","['Michael Eisner', 'Jeffrey Katzenberg']",['500 South Buena Vista Street'],['Film'],[],Hollywood Pictures,[],[],[],[],[],['Division'],[]
['18\xa0December 2008'],['Eduardo Montes-Bradley'],"['Charlottesville', 'United States of America']",['Film production and Distribution'],[],"Heritage Film Project, LLC",[],[],[],[],[],[],['heritagefilmproject.com']
"['December\xa010, 1999']",['Adam Sandler'],"[', ', ', U.S.', ', U.S. (parent company)']",['Production company'],[],"Happy Madison Productions, Inc.",[],[],[],[],[],['Private'],[]
['1993'],[],"['Springdale, Arkansas']",['Entertainment'],[],Hannover House,[],[],"['US $7,325,000 (Q2 2014 - proforma)']",[],[],['Public'],['www.hannoverhouse.com']
['1981'],[],"['Chatsworth, Los Angeles', 'California']",['Entertainment'],[],RLJ Entertainment,[],[],[],[],[],['Subsidiary'],"['rljentertainment', '.com']"
"['June\xa026, 1933']","['Joseph Schenck', 'Darryl F. Zanuck']",[],['Film'],[],"Twentieth Century Pictures, Inc.",[],[],[],[],[],[],[]
"['Fort Lee, New Jersey']",['William Fox'],[],['Film'],[],Fox Film Corporation,[],[],[],[],[],[],[]
['1952'],"['Martin Ransohoff', 'Edwin Kasper']","['Sonoma County, California']","['Motion pictures', 'television programs']",[],"Filmways, Inc.",[],[],[],[],[],['Corporation'],[]
['2006'],[],[],['Entertainment'],[],Fox Atomic LLC,[],[],[],[],[],['Label'],[]
['2002; 20 years ago'],"['James Schamus', 'David Linde']","['Universal City, California', 'United States']",['Film'],[],Focus Features LLC,[],[],[],[],[],['Division'],['Official website']
[],[],"['Miami', 'Florida']",['Entertainment'],[],Flavor Unit Entertainment,[],[],[],[],[],['Private'],[]
"['1952 (as Four Star Productions)', 'Incorporated as Four Star Television on Jan. 12, 1959.']","['Dick Powell', 'David Niven', 'Charles Boyer', 'Joel McCrea']","['Beverly Hills, California', 'Costa Mesa, California']",['Television production'],[],Four Star Television,[],[],[],[],[],['Subsidiary'],[]
['2002'],"['Dave Christiano', 'Rich Christiano']",['United States'],[],[],Five & Two Pictures,[],[],[],[],[],['Filmmaking'],['Official website']
"['September 25, 1942']",['Joseph E. Levine'],"['Los Angeles, California']",['Film studio'],[],Embassy Pictures,[],[],[],[],[],[],[]
"['January\xa011, 2001']",['Dean Devlin'],"['Beverly Hills, California']","['Motion pictures', 'Television films']",[],"Electric Entertainment, Inc.",[],[],[],[],[],['Private'],"['electricentertainment', '.com']"
['2007'],['Dave Moody'],"['Nashville, Tennessee']",['Entertainment'],[],Elevating Entertainment ,[],[],[],"['Film production, marketing, and distribution']",[],[],['Official website']
['1984'],['John Davis'],['United States'],['Entertainment'],[],Davis Entertainment,[],[],[],[],[],"['Film', 'television production']",[]
['1977'],[],[],['Film studio'],[],Compass International Pictures,[],[],[],[],[],[],['CompassPics.com']
['1992'],['Bob Weinstein'],"['New York City', 'New York']","['Film', 'Television']",[],Dimension Films,[],[],[],[],[],['Label'],[]
"['October\xa012, 1994', 'October\xa012, 1998']","['Steven Spielberg', 'Jeffrey Katzenberg', 'David Geffen']","['Universal City, California', 'Universal City, California', 'United States']","['Entertainment', 'Home video']",[],DreamWorks Pictures,"['80 (2012)', '[3]']",[],[],[],[],"['Subsidiary', 'Division']","['amblin', '.com', '/movie', '/dreamworks', '/']"
"['1998', '2002', ' (relaunch)']","['Steve Stabler', 'Brent Baum']","['10202 West Washington Boulevard', 'Culver City, California', 'USA']",['Film'],[],Destination Films,[],[],[],[],[],['Division of Sony Pictures'],[]
['1989'],['Andrew G. Vajna'],"['Santa Monica, California']",['Film studio'],[],Cinergi Pictures Entertainment Inc.,[],[],[],[],[],[],[]
"['June\xa06, 1989']",[],"['Los Angeles', 'California']",['Motion pictures'],[],Capitol Films Limited,[],[],[],[],[],[],[]
['March 2007'],['Leslie Moonves'],"['Brentwood, Los Angeles', 'California']",['Film'],[],CBS Films Inc.,"['2 (as of  2019)', '[3]']",[],[],[],[],['Subsidiary'],"['www', '.cbsfilms', '.com']"
"['June\xa019, 1987']","['Martin Shafer', 'Glenn Padnick']","['Beverly Hills, California']",['Film'],[],Castle Rock Entertainment,[],[],[],['Film production'],[],['Subsidiary'],[]
"['March 30, 1976']","['Mario Kassar', 'Andrew G. Vajna']","['Los Angeles, California']",['Entertainment'],[],"Carolco Pictures, Inc.",[],[],[],[],[],['Private'],['carolcofilms.com']
"['November\xa017, 1992']","['Roger Birnbaum', 'Joe Roth']","['Santa Monica', 'California', 'United States']",['Entertainment'],[],Caravan Pictures,['7\xa0(1997)'],[],[],[],[],['Subsidiary'],[]
"['June\xa019, 1918', ' (as Cohn-Brandt-Cohn (CBC) Film Sales Corporation) in ', ', United States', 'January\xa010, 1924', ' (as Columbia Pictures) in ', ', United States']","['Harry', 'Jack Cohn', 'Joe Brandt']",['10202 West Washington Boulevard'],['Film'],[],"Columbia Pictures Industries, Inc.",[],[],[],[],[],['Division'],['sonypictures.com']
"['August\xa02,\xa01998']",['M. Night Shyamalan'],"['Berwyn, Pennsylvania', 'U.S.']",['Film'],[],Blinding Edge Pictures,[],[],[],[],[],['Private'],[]
"['1952 (as Wayne/Fellows Productions)', '1956 (as Batjac Productions)']","['John Wayne', 'Robert Fellows']",[],['Entertainment'],[],Batjac Productions,[],[],[],[],[],[],[]
"['Southern California (1931)', 'predecessor-in-interest to Allied Artists Pictures Corporation (1946)']","['W. Ray Johnston', 'Trem Carr']","['Los Angeles', 'California', 'New York City, New York']",['Entertainment'],[],Monogram Pictures,[],[],[],[],[],[],"['monogrampictures', '.com']"
"['1983', ' (as U.S.A. Home Video)']",[],"['Van Nuys, CA', 'Santa Monica, CA']","['Home video', 'Motion pictures']",[],"Artisan Entertainment, Inc.",[],[],[],[],[],['Subsidiary'],[]
"['December\xa012, 1969']",[],"['San Francisco', 'California', 'United States']","['Motion pictures', 'Television']",[],American Zoetrope,[],[],[],[],[],['Production company'],"['zoetrope', '.com']"
"['December\xa016, 2015']","['Steven Spielberg', 'Jeff Skoll', 'Darren Throop', 'Anil Ambani']",['Universal City'],['Entertainment'],[],"Storyteller Distribution Co., LLC",[],[],[],[],[],['Joint venture'],"['amblin', '.com']"
['1980'],"['Steven Spielberg', 'Kathleen Kennedy', 'Frank Marshall']","['Universal City, California', 'U.S.']",['Film'],[],"Amblin Entertainment, Inc.",[],[],[],['Film production'],[],['Subsidiary'],"['amblin', '.com', '/movie', '/']"
['2007'],[],"['10202 West Washington Boulevard', 'Culver City, California']","['Film', 'Television programming']",[],Affirm Films,['28'],[],[],[],[],['Subsidiary'],"['www', '.affirmfilms', '.com']"
